Order_id,Customer_id,Restaurant_id,Order_item,Order_time,Order_status,Total_amount
2188,1432,77,Pani Puri,2024-01-02 07:21:41,Preparing,751.78
2189,5184,159,Paneer Tikka,2023-08-17 07:21:41,Cancelled,604.96
2190,6209,216,Pani Puri,2025-01-22 07:21:41,Preparing,901.13
2191,5879,340,Dosa,2023-02-26 07:21:41,Delivered,1332.75
2192,6908,414,Dosa,2024-07-01 07:21:41,Delivered,478.14
2193,9006,389,Butter Chicken,2024-09-24 07:21:41,Cancelled,1263.68
2194,9301,212,Chole Bhature,2022-03-13 07:21:41,Cancelled,1087.96
2195,9982,259,Samosa,2022-06-29 07:21:41,Cancelled,694.25
2196,6461,152,Dosa,2022-10-12 07:21:41,Cancelled,629.74
2197,901,273,Mutton Curry,2024-01-03 07:21:41,Delivered,1453.69
2198,1571,162,Biryani,2024-09-11 07:21:41,Preparing,1412.3
2199,5140,69,Pani Puri,2022-06-16 07:21:41,Preparing,451.74
2200,2186,235,Pani Puri,2023-04-18 07:21:41,Delivered,922.27
2201,5668,130,Dosa,2022-08-26 07:21:41,Cancelled,345.22
2202,5337,425,Samosa,2025-02-24 07:21:41,Delivered,703.74
2203,7178,421,Rogan Josh,2024-09-20 07:21:41,Cancelled,1487.72
2204,7853,195,Rogan Josh,2022-04-19 07:21:41,Cancelled,354.32
2205,3537,417,Dal Makhani,2024-11-06 07:21:41,Delivered,366.07
2206,5332,277,Dal Makhani,2025-01-14 07:21:41,Preparing,1267.84
2207,4746,298,Samosa,2022-04-23 07:21:41,Preparing,307.19
2208,6753,54,Mutton Curry,2024-01-19 07:21:41,Cancelled,433.99
2209,9211,397,Dal Makhani,2022-06-27 07:21:41,Delivered,1121.01
2210,8927,438,Chole Bhature,2023-09-04 07:21:41,Preparing,520.18
2211,5439,356,Samosa,2023-11-20 07:21:41,Delivered,114.94
2212,696,250,Pani Puri,2023-08-02 07:21:41,Cancelled,1417.96
2213,543,84,Dal Makhani,2023-06-07 07:21:41,Delivered,310.2
2214,8843,324,Dosa,2023-07-19 07:21:41,Cancelled,897.75
2215,2736,205,Biryani,2025-02-28 07:21:41,Cancelled,707.01
2216,7668,289,Samosa,2022-12-01 07:21:41,Delivered,694.52
2217,5763,31,Chole Bhature,2024-01-29 07:21:41,Cancelled,1207.84
2218,9130,457,Samosa,2022-07-25 07:21:41,Delivered,215.1
2219,1297,71,Paneer Tikka,2023-09-21 07:21:41,Preparing,1204.7
2220,751,321,Biryani,2023-01-07 07:21:41,Delivered,230.65
2221,1682,462,Chole Bhature,2023-02-09 07:21:41,Preparing,938.41
2222,495,59,Samosa,2025-01-22 07:21:41,Delivered,707.64
2223,4258,257,Rogan Josh,2024-03-17 07:21:41,Cancelled,832.65
2224,208,41,Pani Puri,2024-10-18 07:21:41,Cancelled,1489.98
2225,8336,428,Dosa,2024-10-08 07:21:41,Cancelled,1155.77
2226,5793,477,Mutton Curry,2022-09-07 07:21:41,Preparing,409.83
2227,8203,110,Samosa,2022-09-12 07:21:41,Cancelled,1130.99
2228,4042,484,Samosa,2023-06-12 07:21:41,Cancelled,948.34
2229,3653,443,Butter Chicken,2023-04-20 07:21:41,Delivered,1156.84
2230,6152,431,Rogan Josh,2022-10-10 07:21:41,Cancelled,787.7
2231,8010,216,Dal Makhani,2023-12-21 07:21:41,Delivered,1462.95
2232,2102,323,Biryani,2023-01-21 07:21:41,Delivered,943.28
2233,1039,130,Pani Puri,2022-07-20 07:21:41,Delivered,353.69
2234,3515,350,Biryani,2023-10-17 07:21:41,Delivered,634.81
2235,7605,177,Butter Chicken,2022-10-03 07:21:41,Preparing,200.63
2236,4249,122,Pani Puri,2024-06-09 07:21:41,Cancelled,1017.74
2237,7774,189,Dal Makhani,2022-06-08 07:21:41,Delivered,362.21
2238,8637,338,Rogan Josh,2023-10-29 07:21:41,Cancelled,1149.07
2239,5047,243,Rogan Josh,2023-07-02 07:21:41,Preparing,696.61
2240,5685,256,Dosa,2022-10-14 07:21:41,Cancelled,1182.16
2241,6944,159,Rogan Josh,2023-03-16 07:21:41,Cancelled,194.7
2242,152,30,Samosa,2022-07-22 07:21:41,Preparing,953.22
2243,6690,470,Chole Bhature,2024-04-23 07:21:41,Cancelled,983.71
2244,8564,450,Biryani,2024-10-02 07:21:41,Delivered,1093.42
2245,7532,155,Pani Puri,2023-05-15 07:21:41,Preparing,608.62
2246,5188,295,Dal Makhani,2022-08-17 07:21:41,Preparing,1102.97
2247,4190,31,Butter Chicken,2023-10-23 07:21:41,Delivered,359.92
2248,6799,2,Rogan Josh,2022-12-16 07:21:41,Cancelled,624.19
2249,6600,321,Butter Chicken,2022-09-25 07:21:41,Delivered,801.32
2250,9993,249,Samosa,2024-10-09 07:21:41,Preparing,1495.72
2251,5015,188,Pani Puri,2023-09-21 07:21:41,Preparing,1057.67
2252,3785,80,Rogan Josh,2023-08-04 07:21:41,Preparing,1406.08
2253,3021,30,Paneer Tikka,2022-12-11 07:21:41,Delivered,1224.24
2254,3172,470,Butter Chicken,2023-11-26 07:21:41,Delivered,570.78
2255,7397,420,Butter Chicken,2022-05-06 07:21:41,Delivered,602.24
2256,1964,179,Butter Chicken,2023-06-19 07:21:41,Cancelled,483.25
2257,8647,270,Chole Bhature,2024-11-24 07:21:41,Delivered,921.88
2258,325,241,Chole Bhature,2022-05-11 07:21:41,Preparing,1367.37
2259,7079,236,Dal Makhani,2022-04-26 07:21:41,Cancelled,1151.18
2260,3911,496,Chole Bhature,2022-09-19 07:21:41,Delivered,1471.44
2261,5061,108,Paneer Tikka,2023-03-27 07:21:41,Preparing,468.89
2262,5624,148,Dal Makhani,2022-11-21 07:21:41,Delivered,700.98
2263,1200,135,Rogan Josh,2023-07-23 07:21:41,Delivered,703.48
2264,1807,250,Samosa,2024-03-02 07:21:41,Preparing,611.44
2265,1794,359,Pani Puri,2024-11-01 07:21:41,Delivered,162.66
2266,2734,500,Mutton Curry,2024-10-13 07:21:41,Cancelled,684.12
2267,9566,166,Mutton Curry,2022-08-05 07:21:41,Cancelled,743.55
2268,1110,22,Dal Makhani,2023-04-14 07:21:41,Preparing,155.3
2269,9610,75,Paneer Tikka,2024-06-06 07:21:41,Preparing,205.95
2270,3295,80,Dosa,2024-03-10 07:21:41,Delivered,1327.94
2271,8314,115,Biryani,2024-10-15 07:21:41,Cancelled,225.2
2272,6347,385,Samosa,2022-11-08 07:21:41,Delivered,659.11
2273,9255,352,Paneer Tikka,2024-04-07 07:21:41,Cancelled,222.91
2274,68,357,Dosa,2024-02-16 07:21:41,Cancelled,669.67
2275,8036,232,Rogan Josh,2024-11-15 07:21:41,Preparing,989.83
2276,211,105,Rogan Josh,2023-10-15 07:21:41,Cancelled,447.27
2277,3422,400,Dosa,2024-01-09 07:21:41,Preparing,352.65
2278,7275,252,Butter Chicken,2022-04-08 07:21:41,Delivered,859.67
2279,8208,282,Pani Puri,2022-10-04 07:21:41,Delivered,193.91
2280,8738,370,Mutton Curry,2023-08-20 07:21:41,Preparing,300.13
2281,9576,36,Paneer Tikka,2024-12-13 07:21:41,Delivered,1334.11
2282,81,59,Mutton Curry,2024-01-27 07:21:41,Cancelled,1036.52
2283,9767,260,Chole Bhature,2023-12-28 07:21:41,Preparing,499.36
2284,6409,380,Dal Makhani,2024-12-04 07:21:41,Preparing,617.57
2285,1912,181,Butter Chicken,2023-05-25 07:21:41,Preparing,392.57
2286,3722,381,Biryani,2023-09-02 07:21:41,Delivered,1255.02
2287,3152,401,Dal Makhani,2024-04-28 07:21:41,Delivered,251.61
2288,2398,115,Samosa,2023-06-19 07:21:41,Preparing,1171.63
2289,6170,104,Chole Bhature,2024-05-09 07:21:41,Delivered,604.39
2290,857,197,Paneer Tikka,2023-03-23 07:21:41,Cancelled,930.42
2291,8916,317,Samosa,2024-11-01 07:21:41,Preparing,880.69
2292,89,162,Biryani,2023-08-27 07:21:41,Cancelled,621.11
2293,6923,489,Dal Makhani,2023-12-18 07:21:41,Delivered,989.15
2294,9332,337,Chole Bhature,2023-10-08 07:21:41,Cancelled,103.38
2295,8025,166,Butter Chicken,2024-10-03 07:21:41,Cancelled,324.43
2296,5613,336,Mutton Curry,2022-04-15 07:21:41,Cancelled,253.04
2297,7243,162,Dosa,2023-10-17 07:21:41,Delivered,526.18
2298,717,470,Mutton Curry,2024-04-13 07:21:41,Preparing,894.08
2299,5835,198,Paneer Tikka,2022-08-07 07:21:41,Cancelled,1096.38
2300,1359,165,Paneer Tikka,2024-01-22 07:21:41,Delivered,917.81
2301,8880,477,Pani Puri,2024-03-25 07:21:41,Delivered,122.88
2302,2356,34,Dal Makhani,2022-04-27 07:21:41,Delivered,515.87
2303,7425,259,Chole Bhature,2024-04-13 07:21:41,Delivered,1094.22
2304,4969,65,Paneer Tikka,2024-05-23 07:21:41,Preparing,258.42
2305,2435,260,Dosa,2024-07-10 07:21:41,Cancelled,1324.82
2306,7536,69,Samosa,2023-07-30 07:21:41,Delivered,812.61
2307,8498,362,Dosa,2024-01-25 07:21:41,Preparing,772.34
2308,5972,453,Pani Puri,2023-01-11 07:21:41,Preparing,548.82
2309,1837,430,Pani Puri,2024-08-01 07:21:41,Cancelled,1092.24
2310,7754,54,Butter Chicken,2023-08-04 07:21:41,Delivered,139.03
2311,478,328,Paneer Tikka,2022-09-08 07:21:41,Cancelled,1075.42
2312,7481,296,Chole Bhature,2023-03-01 07:21:41,Preparing,848.3
2313,9060,271,Dosa,2024-12-31 07:21:41,Delivered,607.79
2314,5594,313,Mutton Curry,2022-11-04 07:21:41,Preparing,173.58
2315,5914,347,Dosa,2022-10-25 07:21:41,Cancelled,1034.63
2316,4992,356,Dosa,2022-05-21 07:21:41,Preparing,445.76
2317,8778,467,Rogan Josh,2023-02-13 07:21:41,Cancelled,493.99
2318,4899,100,Dosa,2022-08-27 07:21:41,Cancelled,1035.92
2319,1844,257,Mutton Curry,2023-12-14 07:21:41,Preparing,1294.73
2320,6527,116,Rogan Josh,2022-10-30 07:21:41,Preparing,371.17
2321,7476,386,Pani Puri,2023-01-17 07:21:41,Cancelled,987.35
2322,1026,93,Biryani,2024-08-09 07:21:41,Preparing,620.8
2323,5893,378,Dosa,2024-05-26 07:21:41,Preparing,1102.71
2324,2741,364,Paneer Tikka,2023-12-16 07:21:41,Preparing,165.21
2325,3571,311,Rogan Josh,2024-04-18 07:21:41,Delivered,1126.72
2326,3039,487,Rogan Josh,2023-12-02 07:21:41,Delivered,207.27
2327,1748,220,Mutton Curry,2023-09-15 07:21:41,Preparing,1473.49
2328,246,293,Biryani,2023-05-01 07:21:41,Delivered,500.93
2329,9802,282,Chole Bhature,2024-03-21 07:21:41,Delivered,603.06
2330,8629,64,Biryani,2024-11-07 07:21:41,Delivered,1251.89
2331,1127,161,Mutton Curry,2022-06-12 07:21:41,Preparing,1212.08
2332,9441,240,Biryani,2025-02-23 07:21:41,Delivered,1290.1
2333,1243,275,Pani Puri,2024-03-23 07:21:41,Cancelled,1268.51
2334,58,342,Rogan Josh,2023-06-14 07:21:41,Preparing,584.03
2335,5111,381,Paneer Tikka,2022-12-31 07:21:41,Preparing,272.59
2336,5519,136,Paneer Tikka,2023-02-20 07:21:41,Cancelled,149.38
2337,8807,370,Chole Bhature,2022-07-13 07:21:41,Cancelled,552.02
2338,5628,434,Chole Bhature,2022-06-06 07:21:41,Delivered,555.22
2339,8188,96,Dal Makhani,2022-10-17 07:21:41,Preparing,878.72
2340,787,493,Mutton Curry,2022-06-27 07:21:41,Cancelled,865.51
2341,7879,205,Mutton Curry,2023-12-29 07:21:41,Delivered,889.07
2342,604,218,Pani Puri,2024-04-15 07:21:41,Preparing,1303.86
2343,2718,140,Paneer Tikka,2024-11-04 07:21:41,Delivered,893.09
2344,5402,173,Paneer Tikka,2024-05-19 07:21:41,Cancelled,548.52
2345,6896,474,Pani Puri,2024-08-17 07:21:41,Cancelled,1097.02
2346,5075,113,Samosa,2023-02-14 07:21:41,Cancelled,1057.0
2347,3718,458,Chole Bhature,2023-02-20 07:21:41,Preparing,219.56
2348,2328,339,Butter Chicken,2023-11-02 07:21:41,Cancelled,1282.75
2349,3130,292,Dal Makhani,2024-04-16 07:21:41,Delivered,687.46
2350,2082,472,Paneer Tikka,2023-07-27 07:21:41,Preparing,1213.42
2351,7271,404,Dosa,2024-01-10 07:21:41,Delivered,1246.31
2352,2589,222,Dosa,2023-07-10 07:21:41,Preparing,1475.65
2353,4605,92,Dal Makhani,2023-06-30 07:21:41,Preparing,203.15
2354,9215,307,Samosa,2023-03-04 07:21:41,Preparing,645.89
2355,6783,216,Dal Makhani,2024-12-31 07:21:41,Delivered,1472.59
2356,3916,485,Samosa,2023-05-02 07:21:41,Preparing,563.42
2357,9248,430,Paneer Tikka,2023-02-25 07:21:41,Delivered,909.49
2358,1076,472,Mutton Curry,2024-06-29 07:21:41,Cancelled,469.68
2359,5845,86,Rogan Josh,2024-12-19 07:21:41,Cancelled,887.15
2360,2392,38,Dosa,2023-12-29 07:21:41,Delivered,377.36
2361,3798,112,Rogan Josh,2023-02-02 07:21:41,Delivered,959.96
2362,3388,302,Butter Chicken,2022-10-23 07:21:41,Preparing,151.07
2363,4846,241,Dosa,2022-05-01 07:21:41,Preparing,292.3
2364,1561,240,Butter Chicken,2023-10-22 07:21:41,Cancelled,1022.39
2365,681,190,Chole Bhature,2023-06-04 07:21:41,Cancelled,577.92
2366,2560,252,Samosa,2024-01-29 07:21:41,Delivered,418.7
2367,1691,158,Pani Puri,2024-09-18 07:21:41,Cancelled,341.62
2368,6883,422,Samosa,2024-12-27 07:21:41,Cancelled,642.82
2369,7741,202,Mutton Curry,2022-04-28 07:21:41,Delivered,1138.51
2370,5857,128,Pani Puri,2023-05-11 07:21:41,Cancelled,112.61
2371,9385,273,Butter Chicken,2024-04-06 07:21:41,Preparing,490.29
2372,541,219,Pani Puri,2023-09-22 07:21:41,Delivered,217.49
2373,2228,39,Biryani,2022-04-16 07:21:41,Preparing,762.06
2374,5731,198,Paneer Tikka,2023-04-19 07:21:41,Delivered,1223.56
2375,140,377,Biryani,2024-09-11 07:21:41,Delivered,1339.69
2376,3006,400,Butter Chicken,2022-06-24 07:21:41,Delivered,136.78
2377,213,239,Rogan Josh,2022-05-20 07:21:41,Cancelled,791.95
2378,6795,130,Paneer Tikka,2022-07-07 07:21:41,Cancelled,555.34
2379,7670,352,Rogan Josh,2024-08-11 07:21:41,Cancelled,350.77
2380,4415,340,Rogan Josh,2023-06-26 07:21:41,Preparing,636.56
2381,4835,330,Pani Puri,2023-05-01 07:21:41,Cancelled,592.19
2382,4086,463,Paneer Tikka,2024-07-03 07:21:41,Preparing,1047.49
2383,143,297,Dosa,2024-07-19 07:21:41,Cancelled,159.08
2384,4174,270,Rogan Josh,2024-11-19 07:21:41,Delivered,1090.23
2385,5702,51,Rogan Josh,2023-05-08 07:21:41,Preparing,539.38
2386,6302,341,Dal Makhani,2023-01-03 07:21:41,Delivered,155.6
2387,3542,329,Paneer Tikka,2023-03-30 07:21:41,Preparing,1265.43
2388,7530,303,Dosa,2022-06-17 07:21:41,Delivered,598.41
2389,532,382,Pani Puri,2023-12-08 07:21:41,Cancelled,103.23
2390,2310,489,Biryani,2024-01-03 07:21:41,Delivered,392.89
2391,5881,76,Mutton Curry,2023-05-26 07:21:41,Cancelled,151.7
2392,9737,376,Samosa,2024-08-04 07:21:41,Cancelled,711.18
2393,1277,175,Paneer Tikka,2023-11-06 07:21:41,Cancelled,512.84
2394,7978,106,Biryani,2024-02-07 07:21:41,Delivered,880.54
2395,1582,327,Rogan Josh,2024-01-15 07:21:41,Preparing,861.47
2396,4588,98,Pani Puri,2023-08-13 07:21:41,Preparing,1498.19
2397,9289,155,Pani Puri,2024-07-30 07:21:41,Preparing,378.98
2398,5146,211,Mutton Curry,2022-08-23 07:21:41,Preparing,859.45
2399,3732,367,Dosa,2025-01-13 07:21:41,Cancelled,1122.66
2400,3837,294,Samosa,2022-08-24 07:21:41,Preparing,1043.46
2401,5597,440,Dal Makhani,2023-06-29 07:21:41,Delivered,1048.51
2402,3737,408,Pani Puri,2023-10-21 07:21:41,Cancelled,355.9
2403,3603,277,Dosa,2024-10-07 07:21:41,Delivered,803.26
2404,5941,488,Samosa,2024-09-28 07:21:41,Preparing,1147.48
2405,915,350,Chole Bhature,2023-02-14 07:21:41,Cancelled,1325.25
2406,3299,400,Butter Chicken,2022-07-12 07:21:41,Cancelled,1227.14
2407,705,339,Chole Bhature,2022-12-29 07:21:41,Cancelled,804.33
2408,2552,357,Dosa,2024-05-09 07:21:41,Preparing,1051.24
2409,2070,290,Dosa,2022-11-09 07:21:41,Delivered,1236.42
2410,3402,470,Dosa,2024-05-10 07:21:41,Cancelled,918.76
2411,9063,449,Rogan Josh,2024-02-04 07:21:41,Preparing,1055.13
2412,194,115,Biryani,2023-12-08 07:21:41,Preparing,642.11
2413,7643,281,Chole Bhature,2024-07-15 07:21:41,Delivered,706.28
2414,4358,187,Samosa,2024-04-24 07:21:41,Preparing,468.34
2415,6405,428,Dal Makhani,2022-05-25 07:21:41,Cancelled,1018.75
2416,6982,398,Biryani,2022-12-08 07:21:41,Cancelled,1274.95
2417,7437,442,Paneer Tikka,2023-12-08 07:21:41,Delivered,1393.99
2418,2716,38,Dosa,2024-03-09 07:21:41,Cancelled,972.84
2419,5845,402,Biryani,2022-05-05 07:21:41,Delivered,281.7
2420,1939,411,Paneer Tikka,2023-04-24 07:21:41,Cancelled,1172.89
2421,7029,367,Biryani,2023-09-29 07:21:41,Cancelled,1378.32
2422,9625,166,Pani Puri,2022-12-16 07:21:41,Delivered,135.56
2423,8552,117,Pani Puri,2022-03-28 07:21:41,Preparing,1215.61
2424,8657,6,Dosa,2022-10-01 07:21:41,Delivered,1122.94
2425,9862,327,Mutton Curry,2024-07-16 07:21:41,Delivered,1288.27
2426,7844,255,Paneer Tikka,2023-08-18 07:21:41,Delivered,1189.82
2427,5820,199,Dal Makhani,2022-10-10 07:21:41,Preparing,915.99
2428,7956,378,Dosa,2024-03-16 07:21:41,Preparing,1289.07
2429,5495,339,Paneer Tikka,2022-06-22 07:21:41,Cancelled,154.51
2430,5503,297,Biryani,2023-04-02 07:21:41,Delivered,374.36
2431,6754,325,Dal Makhani,2023-07-07 07:21:41,Delivered,1084.06
2432,8409,247,Butter Chicken,2024-07-04 07:21:41,Preparing,903.48
2433,8495,456,Dosa,2022-07-27 07:21:41,Delivered,475.05
2434,4966,92,Dal Makhani,2024-07-25 07:21:41,Delivered,200.94
2435,4102,324,Biryani,2022-08-04 07:21:41,Cancelled,1339.78
2436,4979,250,Dal Makhani,2024-12-23 07:21:41,Preparing,771.72
2437,4767,143,Dal Makhani,2023-07-26 07:21:41,Preparing,1034.23
2438,3906,441,Butter Chicken,2023-03-04 07:21:41,Preparing,945.63
2439,7088,154,Paneer Tikka,2023-12-28 07:21:41,Preparing,100.48
2440,5947,280,Dosa,2022-04-02 07:21:41,Delivered,364.34
2441,4386,190,Mutton Curry,2022-12-14 07:21:41,Delivered,1271.65
2442,2383,444,Paneer Tikka,2024-08-26 07:21:41,Preparing,570.43
2443,2519,46,Dal Makhani,2023-03-17 07:21:41,Preparing,849.89
2444,325,102,Paneer Tikka,2023-07-29 07:21:41,Delivered,1438.92
2445,8009,482,Dosa,2025-03-05 07:21:41,Preparing,948.54
2446,2118,256,Samosa,2023-10-24 07:21:41,Delivered,796.04
2447,4601,241,Paneer Tikka,2025-01-16 07:21:41,Delivered,556.95
2448,9702,308,Samosa,2023-06-10 07:21:41,Delivered,639.43
2449,1899,348,Mutton Curry,2024-06-02 07:21:41,Preparing,1024.52
2450,4911,51,Samosa,2023-06-24 07:21:41,Cancelled,493.34
2451,5531,76,Dosa,2023-06-17 07:21:41,Delivered,1468.54
2452,2069,470,Dosa,2022-06-23 07:21:41,Cancelled,971.3
2453,8407,318,Paneer Tikka,2024-06-12 07:21:41,Delivered,1470.29
2454,6746,95,Chole Bhature,2022-08-29 07:21:41,Cancelled,516.73
2455,2835,415,Samosa,2023-07-09 07:21:41,Preparing,937.95
2456,5546,294,Samosa,2022-11-28 07:21:41,Preparing,499.41
2457,4048,116,Paneer Tikka,2024-07-15 07:21:41,Cancelled,1328.72
2458,4743,468,Samosa,2023-04-10 07:21:41,Cancelled,1222.71
2459,3749,451,Butter Chicken,2023-09-05 07:21:41,Delivered,1319.59
2460,1099,50,Dal Makhani,2024-05-27 07:21:41,Preparing,923.94
2461,9833,278,Chole Bhature,2023-11-17 07:21:41,Cancelled,823.58
2462,648,493,Chole Bhature,2024-04-07 07:21:41,Delivered,1334.62
2463,775,394,Pani Puri,2023-07-20 07:21:41,Delivered,444.2
2464,8763,378,Biryani,2023-03-09 07:21:41,Preparing,640.03
2465,201,478,Chole Bhature,2022-09-05 07:21:41,Preparing,1287.32
2466,9572,117,Biryani,2025-01-06 07:21:41,Delivered,1164.13
2467,1690,468,Biryani,2022-03-16 07:21:41,Delivered,1220.43
2468,7340,253,Butter Chicken,2024-08-26 07:21:41,Cancelled,470.99
2469,9611,496,Rogan Josh,2022-07-11 07:21:41,Preparing,139.79
2470,9862,386,Mutton Curry,2024-06-28 07:21:41,Delivered,1491.25
2471,7325,469,Rogan Josh,2023-09-18 07:21:41,Delivered,1428.86
2472,164,489,Pani Puri,2022-04-28 07:21:41,Cancelled,946.8
2473,6526,283,Chole Bhature,2022-06-05 07:21:41,Cancelled,1091.91
2474,7518,406,Samosa,2024-08-28 07:21:41,Cancelled,1323.29
2475,9187,148,Butter Chicken,2023-08-08 07:21:41,Delivered,192.94
2476,3543,141,Pani Puri,2023-09-14 07:21:41,Delivered,1135.86
2477,5367,280,Chole Bhature,2024-09-08 07:21:41,Cancelled,872.11
2478,1953,209,Chole Bhature,2022-09-20 07:21:41,Preparing,1228.67
2479,6937,90,Dosa,2024-01-10 07:21:41,Cancelled,633.46
2480,3933,495,Samosa,2024-07-05 07:21:41,Preparing,575.59
2481,9714,327,Dosa,2022-06-26 07:21:41,Cancelled,1056.74
2482,9298,137,Pani Puri,2024-12-19 07:21:41,Preparing,364.84
2483,3774,97,Rogan Josh,2022-07-07 07:21:41,Delivered,327.19
2484,9023,218,Biryani,2022-04-02 07:21:41,Delivered,757.67
2485,2153,255,Pani Puri,2023-02-10 07:21:41,Delivered,1277.47
2486,5841,389,Rogan Josh,2022-08-21 07:21:41,Preparing,1302.41
2487,4859,339,Chole Bhature,2023-10-21 07:21:41,Preparing,747.05
2488,5524,301,Paneer Tikka,2024-06-12 07:21:41,Cancelled,1048.71
2489,5733,220,Rogan Josh,2023-03-09 07:21:41,Delivered,952.22
2490,7410,185,Pani Puri,2023-05-12 07:21:41,Delivered,1167.64
2491,7239,301,Biryani,2022-09-22 07:21:41,Preparing,487.0
2492,1003,33,Dal Makhani,2023-01-31 07:21:41,Delivered,613.68
2493,7690,276,Mutton Curry,2022-11-16 07:21:41,Cancelled,431.9
2494,5783,117,Dosa,2024-01-11 07:21:41,Preparing,132.06
2495,3810,131,Paneer Tikka,2023-06-07 07:21:41,Delivered,272.26
2496,5467,112,Biryani,2024-03-03 07:21:41,Delivered,1088.13
2497,243,247,Pani Puri,2022-05-23 07:21:41,Cancelled,1244.62
2498,5717,88,Paneer Tikka,2023-05-10 07:21:41,Preparing,709.01
2499,6292,45,Samosa,2022-11-17 07:21:41,Delivered,1169.25
2500,9681,88,Pani Puri,2023-07-07 07:21:41,Cancelled,187.33
2501,8353,313,Dosa,2022-04-23 07:21:41,Cancelled,978.6
2502,8816,423,Biryani,2023-05-06 07:21:41,Preparing,1016.0
2503,7891,382,Butter Chicken,2022-07-16 07:21:41,Cancelled,490.46
2504,2343,189,Dosa,2022-03-20 07:21:41,Preparing,187.32
2505,5748,88,Pani Puri,2022-10-21 07:21:41,Preparing,1332.62
2506,71,387,Rogan Josh,2024-10-10 07:21:41,Cancelled,521.88
2507,5434,330,Biryani,2022-06-17 07:21:41,Preparing,219.72
2508,3034,229,Rogan Josh,2024-01-08 07:21:41,Preparing,1417.72
2509,6869,434,Rogan Josh,2022-08-29 07:21:41,Delivered,827.65
2510,9497,287,Butter Chicken,2022-11-11 07:21:41,Preparing,1465.25
2511,6158,98,Pani Puri,2022-08-14 07:21:41,Delivered,709.11
2512,921,324,Pani Puri,2023-06-12 07:21:41,Preparing,1113.4
2513,7561,125,Butter Chicken,2022-09-07 07:21:41,Preparing,664.22
2514,3997,403,Pani Puri,2024-08-23 07:21:41,Preparing,514.5
2515,5561,313,Pani Puri,2022-09-14 07:21:41,Delivered,751.78
2516,2730,269,Dosa,2025-02-11 07:21:41,Cancelled,1063.29
2517,7700,322,Dal Makhani,2023-06-20 07:21:41,Delivered,681.83
2518,7436,420,Chole Bhature,2022-04-27 07:21:41,Delivered,413.88
2519,5854,387,Dal Makhani,2023-06-20 07:21:41,Preparing,1144.97
2520,9354,26,Dal Makhani,2024-11-06 07:21:41,Preparing,1479.97
2521,4414,328,Butter Chicken,2023-11-24 07:21:41,Preparing,967.53
2522,4649,228,Dosa,2023-11-20 07:21:41,Cancelled,1024.8
2523,8062,277,Rogan Josh,2025-01-01 07:21:41,Cancelled,413.86
2524,7527,104,Butter Chicken,2024-06-10 07:21:41,Preparing,365.41
2525,4239,277,Dal Makhani,2025-01-19 07:21:41,Delivered,917.53
2526,7174,371,Dosa,2022-03-27 07:21:41,Preparing,314.99
2527,9798,410,Paneer Tikka,2024-06-18 07:21:41,Cancelled,301.46
2528,1609,431,Dosa,2022-06-18 07:21:41,Delivered,246.54
2529,3181,54,Biryani,2024-03-02 07:21:41,Preparing,186.65
2530,5493,374,Pani Puri,2022-08-29 07:21:41,Preparing,775.4
2531,6835,414,Rogan Josh,2023-11-29 07:21:41,Preparing,520.77
2532,7416,28,Mutton Curry,2024-12-20 07:21:41,Cancelled,825.65
2533,386,369,Paneer Tikka,2022-11-24 07:21:41,Cancelled,1019.46
2534,1904,306,Dosa,2023-10-19 07:21:41,Delivered,620.14
2535,6712,53,Chole Bhature,2022-04-05 07:21:41,Preparing,444.38
2536,3185,362,Biryani,2023-11-20 07:21:41,Delivered,684.68
2537,6269,156,Rogan Josh,2024-04-24 07:21:41,Preparing,1142.15
2538,1380,88,Rogan Josh,2024-01-17 07:21:41,Cancelled,1406.31
2539,1466,88,Pani Puri,2022-05-03 07:21:41,Preparing,1134.48
2540,2633,245,Rogan Josh,2025-02-16 07:21:41,Cancelled,763.18
2541,9275,325,Paneer Tikka,2024-05-23 07:21:41,Delivered,1293.73
2542,9458,14,Dal Makhani,2025-01-13 07:21:41,Delivered,146.45
2543,539,45,Chole Bhature,2022-05-10 07:21:41,Cancelled,1494.28
2544,2343,222,Dosa,2023-11-12 07:21:41,Delivered,967.95
2545,2017,222,Samosa,2024-06-18 07:21:41,Cancelled,237.62
2546,566,439,Paneer Tikka,2022-06-27 07:21:41,Cancelled,1204.28
2547,6613,281,Paneer Tikka,2022-11-07 07:21:41,Cancelled,1095.33
2548,9381,324,Biryani,2024-04-05 07:21:41,Cancelled,725.69
2549,1063,369,Butter Chicken,2022-04-27 07:21:41,Preparing,360.95
2550,9094,487,Pani Puri,2023-06-29 07:21:41,Delivered,719.43
2551,2400,212,Mutton Curry,2022-09-03 07:21:41,Cancelled,882.11
2552,1886,438,Mutton Curry,2025-02-17 07:21:41,Preparing,1231.1
2553,6237,128,Samosa,2023-10-23 07:21:41,Delivered,651.38
2554,6205,357,Rogan Josh,2024-08-18 07:21:41,Cancelled,731.72
2555,5577,121,Mutton Curry,2023-12-20 07:21:41,Delivered,868.74
2556,1650,298,Pani Puri,2022-10-22 07:21:41,Cancelled,827.77
2557,31,361,Butter Chicken,2022-10-31 07:21:41,Cancelled,749.19
2558,2840,41,Butter Chicken,2022-03-28 07:21:41,Delivered,1347.12
