Delivery_id,Order_id,Delivery_status,Rider_id
2696,2696,Pending,248
2697,2697,Pending,1841
2698,2698,Pending,648
2699,2699,Completed,1245
2700,2700,Pending,1772
2701,2701,Pending,900
2702,2702,Pending,235
2703,2703,Failed,859
2704,2704,Pending,645
2705,2705,Pending,292
2706,2706,Pending,272
2707,2707,Failed,317
2708,2708,Completed,82
2709,2709,Completed,412
2710,2710,Failed,570
2711,2711,Failed,285
2712,2712,Failed,167
2713,2713,Pending,1438
2714,2714,Pending,890
2715,2715,Pending,945
2716,2716,Pending,1734
2717,2717,Pending,212
2718,2718,Failed,7
2719,2719,Pending,1285
2720,2720,Completed,148
2721,2721,Completed,1404
2722,2722,Failed,472
2723,2723,Completed,1082
2724,2724,Completed,461
2725,2725,Pending,481
2726,2726,Pending,853
2727,2727,Pending,1153
2728,2728,Completed,1470
2729,2729,Pending,737
2730,2730,Pending,1016
2731,2731,Failed,1315
2732,2732,Failed,1601
2733,2733,Pending,1261
2734,2734,Pending,1322
2735,2735,Failed,1431
2736,2736,Failed,1101
2737,2737,Failed,943
2738,2738,Failed,1811
2739,2739,Pending,1466
2740,2740,Pending,1016
2741,2741,Failed,577
2742,2742,Pending,456
2743,2743,Pending,1306
2744,2744,Failed,1397
2745,2745,Pending,1886
2746,2746,Completed,13
2747,2747,Completed,723
2748,2748,Completed,1496
2749,2749,Failed,955
2750,2750,Pending,1764
2751,2751,Completed,688
2752,2752,Completed,927
2753,2753,Pending,25
2754,2754,Failed,1518
2755,2755,Completed,1482
2756,2756,Pending,989
2757,2757,Failed,515
2758,2758,Pending,276
2759,2759,Completed,1521
2760,2760,Failed,700
2761,2761,Failed,1528
2762,2762,Completed,503
2763,2763,Pending,52
2764,2764,Pending,769
2765,2765,Failed,1565
2766,2766,Completed,719
2767,2767,Pending,1043
2768,2768,Completed,308
2769,2769,Pending,1294
2770,2770,Pending,568
2771,2771,Pending,846
2772,2772,Pending,1699
2773,2773,Failed,1188
2774,2774,Pending,774
2775,2775,Pending,1193
2776,2776,Pending,586
2777,2777,Completed,1150
2778,2778,Completed,911
2779,2779,Completed,1913
2780,2780,Completed,336
2781,2781,Completed,823
2782,2782,Completed,226
2783,2783,Failed,937
2784,2784,Completed,977
2785,2785,Failed,1554
2786,2786,Completed,532
2787,2787,Failed,1148
2788,2788,Pending,1945
2789,2789,Completed,1749
2790,2790,Failed,947
2791,2791,Pending,857
2792,2792,Failed,1176
2793,2793,Pending,1068
2794,2794,Failed,1696
2795,2795,Pending,775
2796,2796,Failed,240
2797,2797,Failed,831
2798,2798,Failed,1548
2799,2799,Pending,339
2800,2800,Pending,1951
2801,2801,Pending,766
2802,2802,Completed,1872
2803,2803,Pending,1403
2804,2804,Failed,1624
2805,2805,Failed,1160
2806,2806,Failed,770
2807,2807,Pending,1973
2808,2808,Pending,1338
2809,2809,Completed,841
2810,2810,Completed,537
2811,2811,Pending,359
2812,2812,Failed,1644
2813,2813,Completed,1835
2814,2814,Failed,728
2815,2815,Failed,386
2816,2816,Failed,138
2817,2817,Pending,582
2818,2818,Pending,1605
2819,2819,Failed,267
2820,2820,Completed,1304
2821,2821,Pending,1261
2822,2822,Pending,343
2823,2823,Failed,841
2824,2824,Completed,1996
2825,2825,Failed,782
2826,2826,Failed,1191
2827,2827,Completed,1481
2828,2828,Failed,1995
2829,2829,Pending,242
2830,2830,Failed,872
2831,2831,Completed,599
2832,2832,Pending,468
2833,2833,Failed,1076
2834,2834,Pending,1829
2835,2835,Pending,787
2836,2836,Failed,1616
2837,2837,Pending,1499
2838,2838,Failed,981
2839,2839,Pending,1228
2840,2840,Pending,1067
2841,2841,Failed,1411
2842,2842,Failed,582
2843,2843,Pending,911
2844,2844,Failed,767
2845,2845,Completed,1662
2846,2846,Failed,1280
2847,2847,Failed,911
2848,2848,Pending,1701
2849,2849,Completed,1728
2850,2850,Completed,853
2851,2851,Pending,1416
2852,2852,Completed,1953
2853,2853,Completed,1488
2854,2854,Completed,1828
2855,2855,Failed,1907
2856,2856,Completed,987
2857,2857,Completed,1981
2858,2858,Failed,38
2859,2859,Failed,898
2860,2860,Pending,1854
2861,2861,Completed,1872
2862,2862,Pending,912
2863,2863,Pending,45
2864,2864,Completed,1253
2865,2865,Pending,1275
2866,2866,Completed,82
2867,2867,Failed,1241
2868,2868,Pending,186
2869,2869,Failed,979
2870,2870,Pending,803
2871,2871,Pending,65
2872,2872,Failed,219
2873,2873,Completed,1348
2874,2874,Failed,1564
2875,2875,Failed,1822
2876,2876,Pending,732
2877,2877,Failed,1355
2878,2878,Pending,1701
2879,2879,Failed,64
2880,2880,Failed,926
2881,2881,Completed,189
2882,2882,Pending,57
2883,2883,Pending,1634
2884,2884,Completed,1965
2885,2885,Completed,102
2886,2886,Completed,917
2887,2887,Pending,1367
2888,2888,Pending,645
2889,2889,Pending,803
2890,2890,Pending,580
2891,2891,Completed,977
2892,2892,Completed,789
2893,2893,Completed,3
2894,2894,Failed,1110
2895,2895,Completed,761
2896,2896,Completed,520
2897,2897,Failed,1697
2898,2898,Completed,1938
2899,2899,Pending,342
2900,2900,Failed,337
2901,2901,Completed,1685
2902,2902,Pending,1629
2903,2903,Failed,1953
2904,2904,Completed,1819
2905,2905,Pending,71
2906,2906,Failed,415
2907,2907,Completed,1064
2908,2908,Pending,1912
2909,2909,Completed,980
2910,2910,Completed,570
2911,2911,Pending,1008
2912,2912,Pending,325
2913,2913,Completed,205
2914,2914,Pending,1076
2915,2915,Completed,680
2916,2916,Completed,1845
2917,2917,Failed,61
2918,2918,Completed,477
2919,2919,Completed,1607
2920,2920,Pending,1951
2921,2921,Failed,1469
2922,2922,Completed,239
2923,2923,Completed,481
2924,2924,Pending,1743
2925,2925,Completed,829
2926,2926,Failed,1693
2927,2927,Pending,1353
2928,2928,Completed,1723
2929,2929,Pending,1059
2930,2930,Completed,425
2931,2931,Completed,261
2932,2932,Failed,1220
2933,2933,Completed,333
2934,2934,Pending,1185
2935,2935,Completed,419
2936,2936,Completed,1795
2937,2937,Pending,1648
2938,2938,Pending,456
2939,2939,Completed,1102
2940,2940,Failed,703
2941,2941,Pending,146
2942,2942,Pending,544
2943,2943,Completed,558
2944,2944,Failed,639
2945,2945,Pending,1708
2946,2946,Completed,717
2947,2947,Completed,978
2948,2948,Failed,772
2949,2949,Completed,1727
2950,2950,Completed,1698
2951,2951,Completed,1657
2952,2952,Completed,790
2953,2953,Completed,1141
2954,2954,Completed,1228
2955,2955,Completed,775
2956,2956,Failed,48
2957,2957,Pending,853
2958,2958,Pending,151
2959,2959,Pending,1760
2960,2960,Pending,1892
2961,2961,Failed,1241
2962,2962,Failed,785
2963,2963,Completed,38
2964,2964,Failed,1895
2965,2965,Pending,1084
2966,2966,Completed,1478
2967,2967,Pending,2
2968,2968,Failed,110
2969,2969,Failed,1522
2970,2970,Completed,482
2971,2971,Failed,1850
2972,2972,Failed,42
2973,2973,Failed,811
2974,2974,Failed,1100
2975,2975,Completed,1653
2976,2976,Completed,1709
2977,2977,Pending,617
2978,2978,Failed,227
2979,2979,Pending,1821
2980,2980,Completed,723
2981,2981,Pending,1255
2982,2982,Completed,1188
2983,2983,Completed,35
2984,2984,Failed,1771
2985,2985,Failed,26
2986,2986,Pending,988
2987,2987,Failed,1487
2988,2988,Completed,451
2989,2989,Completed,881
2990,2990,Failed,697
2991,2991,Completed,467
2992,2992,Completed,1265
2993,2993,Completed,1344
2994,2994,Pending,1943
2995,2995,Pending,688
2996,2996,Pending,1590
2997,2997,Failed,1879
2998,2998,Failed,1573
2999,2999,Pending,284
3000,3000,Pending,1561
3001,3001,Failed,1113
3002,3002,Pending,883
3003,3003,Failed,1169
3004,3004,Failed,1173
3005,3005,Pending,393
3006,3006,Completed,18
3007,3007,Pending,1061
3008,3008,Pending,1292
3009,3009,Pending,1757
3010,3010,Failed,1923
3011,3011,Pending,207
3012,3012,Pending,317
3013,3013,Completed,1341
3014,3014,Failed,1541
3015,3015,Failed,1361
3016,3016,Completed,676
3017,3017,Pending,552
3018,3018,Completed,626
3019,3019,Pending,320
3020,3020,Failed,751
3021,3021,Failed,1232
3022,3022,Failed,1012
3023,3023,Failed,169
3024,3024,Failed,1227
3025,3025,Completed,771
3026,3026,Failed,172
3027,3027,Pending,1137
3028,3028,Pending,1393
3029,3029,Completed,726
3030,3030,Pending,62
3031,3031,Pending,1783
3032,3032,Failed,12
3033,3033,Failed,903
3034,3034,Failed,1605
3035,3035,Completed,161
3036,3036,Failed,809
3037,3037,Failed,235
3038,3038,Failed,1239
3039,3039,Pending,324
3040,3040,Failed,513
3041,3041,Completed,408
3042,3042,Pending,1784
3043,3043,Failed,1530
3044,3044,Completed,427
3045,3045,Pending,1069
3046,3046,Pending,1597
3047,3047,Pending,699
3048,3048,Pending,195
3049,3049,Completed,1578
3050,3050,Completed,1433
3051,3051,Completed,765
3052,3052,Pending,681
3053,3053,Failed,1097
3054,3054,Pending,1385
3055,3055,Pending,1185
3056,3056,Pending,341
3057,3057,Failed,1001
3058,3058,Completed,389
3059,3059,Pending,1625
3060,3060,Pending,431
3061,3061,Completed,837
3062,3062,Failed,481
3063,3063,Failed,552
3064,3064,Failed,561
3065,3065,Pending,1810
3066,3066,Completed,216
3067,3067,Completed,675
3068,3068,Completed,64
3069,3069,Pending,171
3070,3070,Failed,662
3071,3071,Failed,737
3072,3072,Completed,590
3073,3073,Completed,1051
3074,3074,Completed,91
3075,3075,Pending,340
3076,3076,Completed,844
3077,3077,Failed,1898
3078,3078,Failed,326
3079,3079,Completed,1318
3080,3080,Pending,342
3081,3081,Pending,1191
3082,3082,Pending,1014
3083,3083,Completed,703
3084,3084,Pending,700
3085,3085,Completed,1418
3086,3086,Failed,281
3087,3087,Pending,330
3088,3088,Completed,1494
3089,3089,Completed,865
3090,3090,Pending,1003
3091,3091,Failed,1672
3092,3092,Completed,145
3093,3093,Failed,809
3094,3094,Completed,758
3095,3095,Completed,494
3096,3096,Completed,805
3097,3097,Pending,748
3098,3098,Failed,1048
3099,3099,Failed,400
3100,3100,Pending,829
3101,3101,Failed,403
3102,3102,Completed,314
3103,3103,Completed,1708
3104,3104,Failed,1566
3105,3105,Failed,519
3106,3106,Failed,1240
3107,3107,Failed,1384
3108,3108,Failed,1633
3109,3109,Pending,1617
3110,3110,Completed,26
3111,3111,Pending,739
3112,3112,Pending,1533
3113,3113,Completed,1169
3114,3114,Pending,268
3115,3115,Pending,1678
3116,3116,Pending,1482
3117,3117,Pending,40
3118,3118,Completed,940
3119,3119,Pending,350
3120,3120,Failed,1642
3121,3121,Pending,1690
3122,3122,Failed,1722
3123,3123,Completed,1800
3124,3124,Failed,151
3125,3125,Completed,135
3126,3126,Completed,1488
3127,3127,Completed,880
3128,3128,Completed,1417
3129,3129,Pending,1777
3130,3130,Completed,654
3131,3131,Failed,383
3132,3132,Pending,1466
3133,3133,Pending,1465
3134,3134,Pending,811
3135,3135,Pending,1208
3136,3136,Failed,1809
3137,3137,Pending,1114
3138,3138,Failed,1547
3139,3139,Failed,976
3140,3140,Pending,1817
3141,3141,Pending,390
3142,3142,Failed,745
3143,3143,Failed,1888
3144,3144,Completed,423
3145,3145,Failed,1723
3146,3146,Failed,878
3147,3147,Completed,1789
3148,3148,Completed,1630
3149,3149,Completed,576
3150,3150,Failed,1957
3151,3151,Pending,1872
3152,3152,Completed,1276
3153,3153,Completed,977
3154,3154,Completed,431
3155,3155,Pending,1481
3156,3156,Completed,1879
3157,3157,Failed,1552
3158,3158,Pending,880
3159,3159,Failed,1773
3160,3160,Completed,1602
3161,3161,Pending,1555
3162,3162,Completed,520
3163,3163,Failed,677
3164,3164,Failed,1711
3165,3165,Pending,74
3166,3166,Failed,991
3167,3167,Failed,1799
3168,3168,Pending,399
3169,3169,Completed,207
3170,3170,Completed,1204
3171,3171,Completed,119
3172,3172,Completed,520
3173,3173,Failed,132
3174,3174,Failed,1049
3175,3175,Failed,1277
3176,3176,Completed,792
3177,3177,Pending,406
3178,3178,Failed,116
3179,3179,Completed,1129
3180,3180,Pending,1746
3181,3181,Failed,930
3182,3182,Pending,675
3183,3183,Completed,410
3184,3184,Completed,1975
3185,3185,Completed,1626
3186,3186,Pending,673
3187,3187,Failed,1667
3188,3188,Failed,953
3189,3189,Pending,624
3190,3190,Pending,1939
3191,3191,Completed,45
3192,3192,Completed,1692
3193,3193,Failed,136
3194,3194,Failed,401
3195,3195,Pending,1477
3196,3196,Pending,504
3197,3197,Completed,910
3198,3198,Failed,477
3199,3199,Pending,345
3200,3200,Failed,1800
3201,3201,Failed,1535
3202,3202,Completed,471
3203,3203,Completed,1490
3204,3204,Pending,309
3205,3205,Failed,619
3206,3206,Pending,1444
3207,3207,Pending,391
3208,3208,Pending,1951
3209,3209,Pending,1473
3210,3210,Pending,1196
3211,3211,Failed,1547
3212,3212,Failed,1618
3213,3213,Failed,1951
3214,3214,Pending,482
3215,3215,Failed,806
3216,3216,Pending,1076
3217,3217,Failed,1677
3218,3218,Failed,949
3219,3219,Pending,88
3220,3220,Completed,606
3221,3221,Completed,372
3222,3222,Failed,1491
3223,3223,Pending,1029
3224,3224,Pending,843
3225,3225,Pending,1119
3226,3226,Failed,605
3227,3227,Completed,1211
3228,3228,Completed,1709
3229,3229,Completed,87
3230,3230,Pending,555
3231,3231,Pending,1579
3232,3232,Pending,1800
3233,3233,Completed,715
3234,3234,Pending,244
3235,3235,Failed,1496
3236,3236,Failed,604
3237,3237,Pending,1669
3238,3238,Completed,634
3239,3239,Failed,823
3240,3240,Pending,1314
3241,3241,Completed,561
3242,3242,Failed,932
3243,3243,Pending,1513
3244,3244,Pending,504
3245,3245,Pending,733
3246,3246,Pending,14
3247,3247,Failed,1969
3248,3248,Completed,1478
3249,3249,Pending,472
3250,3250,Completed,325
3251,3251,Failed,1050
3252,3252,Pending,1225
3253,3253,Pending,416
3254,3254,Completed,1843
3255,3255,Failed,1155
3256,3256,Failed,1197
3257,3257,Pending,1091
3258,3258,Failed,1706
3259,3259,Completed,608
3260,3260,Completed,1852
3261,3261,Completed,942
3262,3262,Failed,83
3263,3263,Completed,1373
3264,3264,Completed,1124
3265,3265,Completed,614
3266,3266,Completed,562
3267,3267,Completed,1532
3268,3268,Pending,1109
3269,3269,Pending,1740
3270,3270,Completed,203
3271,3271,Failed,283
3272,3272,Completed,1089
3273,3273,Pending,1813
3274,3274,Completed,78
3275,3275,Failed,789
3276,3276,Pending,1804
3277,3277,Completed,1276
3278,3278,Completed,1423
3279,3279,Failed,1129
3280,3280,Pending,136
3281,3281,Failed,1433
3282,3282,Completed,1662
3283,3283,Completed,574
3284,3284,Completed,1974
3285,3285,Completed,1336
3286,3286,Completed,1691
3287,3287,Failed,1857
3288,3288,Failed,1972
3289,3289,Completed,844
3290,3290,Failed,312
3291,3291,Failed,1440
3292,3292,Failed,128
3293,3293,Failed,46
3294,3294,Pending,1863
3295,3295,Failed,1072
3296,3296,Failed,675
3297,3297,Completed,1753
3298,3298,Completed,1357
3299,3299,Pending,43
3300,3300,Completed,1734
3301,3301,Pending,1984
3302,3302,Completed,679
3303,3303,Completed,280
3304,3304,Completed,1511
3305,3305,Pending,552
3306,3306,Failed,1379
3307,3307,Failed,1916
3308,3308,Pending,1256
3309,3309,Completed,1768
3310,3310,Completed,1276
3311,3311,Pending,1885
3312,3312,Pending,23
3313,3313,Completed,78
3314,3314,Failed,251
3315,3315,Completed,673
3316,3316,Completed,1465
3317,3317,Pending,1915
3318,3318,Failed,1306
3319,3319,Completed,1377
3320,3320,Pending,1090
3321,3321,Pending,1722
3322,3322,Completed,530
3323,3323,Failed,578
3324,3324,Failed,713
3325,3325,Pending,1431
3326,3326,Completed,1167
3327,3327,Failed,1201
3328,3328,Completed,1806
3329,3329,Completed,335
3330,3330,Completed,857
3331,3331,Completed,823
3332,3332,Pending,1476
3333,3333,Pending,1242
3334,3334,Completed,440
3335,3335,Failed,796
3336,3336,Completed,1205
3337,3337,Failed,1118
3338,3338,Pending,1560
3339,3339,Completed,324
3340,3340,Pending,1640
3341,3341,Completed,1376
3342,3342,Pending,673
3343,3343,Pending,1071
3344,3344,Pending,1056
3345,3345,Failed,498
3346,3346,Pending,477
3347,3347,Completed,756
3348,3348,Completed,476
3349,3349,Failed,1034
3350,3350,Failed,402
3351,3351,Completed,1991
3352,3352,Completed,1329
3353,3353,Completed,431
3354,3354,Failed,442
3355,3355,Pending,1634
3356,3356,Failed,1431
3357,3357,Pending,1329
3358,3358,Completed,266
3359,3359,Pending,1063
3360,3360,Completed,1374
3361,3361,Completed,437
3362,3362,Completed,1183
3363,3363,Pending,1211
3364,3364,Completed,1098
3365,3365,Pending,252
3366,3366,Failed,1843
3367,3367,Failed,211
3368,3368,Pending,463
3369,3369,Failed,1026
3370,3370,Failed,370
3371,3371,Failed,834
3372,3372,Pending,332
3373,3373,Failed,1736
3374,3374,Failed,1759
3375,3375,Pending,423
3376,3376,Pending,460
3377,3377,Pending,1944
3378,3378,Pending,1542
3379,3379,Completed,383
3380,3380,Pending,520
3381,3381,Completed,1794
3382,3382,Failed,552
3383,3383,Failed,1879
3384,3384,Pending,1831
3385,3385,Failed,1967
3386,3386,Failed,1802
3387,3387,Pending,1887
3388,3388,Failed,37
3389,3389,Pending,584
3390,3390,Completed,1832
3391,3391,Failed,1707
3392,3392,Failed,391
3393,3393,Failed,198
3394,3394,Pending,1208
3395,3395,Completed,1284
3396,3396,Failed,231
3397,3397,Pending,525
3398,3398,Failed,1518
3399,3399,Completed,384
3400,3400,Completed,496
3401,3401,Completed,335
3402,3402,Completed,219
3403,3403,Completed,524
3404,3404,Completed,646
3405,3405,Pending,1694
3406,3406,Completed,732
3407,3407,Pending,1751
3408,3408,Pending,258
3409,3409,Completed,1001
3410,3410,Failed,1387
3411,3411,Failed,630
3412,3412,Failed,1269
3413,3413,Completed,559
3414,3414,Completed,1861
3415,3415,Completed,1628
3416,3416,Completed,1037
3417,3417,Pending,608
3418,3418,Failed,1277
3419,3419,Failed,1878
3420,3420,Pending,1769
3421,3421,Pending,1437
3422,3422,Completed,1813
3423,3423,Failed,1644
3424,3424,Pending,1530
3425,3425,Completed,249
3426,3426,Completed,496
3427,3427,Pending,644
3428,3428,Completed,546
3429,3429,Completed,844
3430,3430,Failed,1240
3431,3431,Completed,1325
3432,3432,Completed,920
3433,3433,Pending,743
3434,3434,Failed,1696
3435,3435,Failed,1465
3436,3436,Failed,1693
3437,3437,Failed,864
3438,3438,Completed,456
3439,3439,Pending,1233
3440,3440,Completed,1998
3441,3441,Failed,935
3442,3442,Pending,848
3443,3443,Completed,1276
3444,3444,Completed,516
3445,3445,Failed,1126
3446,3446,Completed,240
3447,3447,Completed,1615
3448,3448,Failed,942
3449,3449,Pending,24
3450,3450,Completed,1616
3451,3451,Pending,745
3452,3452,Completed,1544
3453,3453,Pending,1014
3454,3454,Pending,920
3455,3455,Failed,1719
3456,3456,Pending,1970
3457,3457,Completed,1737
3458,3458,Completed,812
3459,3459,Pending,1692
3460,3460,Failed,1168
3461,3461,Pending,488
3462,3462,Pending,743
3463,3463,Completed,602
3464,3464,Pending,1506
3465,3465,Completed,373
3466,3466,Failed,344
3467,3467,Completed,1272
3468,3468,Pending,1153
3469,3469,Failed,1689
3470,3470,Completed,1749
3471,3471,Failed,29
3472,3472,Completed,101
3473,3473,Pending,391
3474,3474,Failed,1277
3475,3475,Completed,1089
3476,3476,Pending,1818
3477,3477,Pending,933
3478,3478,Failed,432
3479,3479,Completed,1902
3480,3480,Pending,511
3481,3481,Failed,1413
3482,3482,Failed,1554
3483,3483,Pending,168
3484,3484,Completed,923
3485,3485,Pending,331
3486,3486,Pending,1668
3487,3487,Pending,728
3488,3488,Completed,753
3489,3489,Failed,1873
3490,3490,Pending,1108
3491,3491,Completed,1068
3492,3492,Completed,1559
3493,3493,Pending,1831
3494,3494,Completed,1233
3495,3495,Completed,881
3496,3496,Completed,249
3497,3497,Pending,1199
3498,3498,Pending,224
3499,3499,Pending,427
3500,3500,Failed,1206
3501,3501,Completed,698
3502,3502,Pending,1496
3503,3503,Pending,47
3504,3504,Failed,1954
3505,3505,Pending,1331
3506,3506,Pending,1903
3507,3507,Pending,615
3508,3508,Failed,1340
3509,3509,Pending,304
3510,3510,Completed,668
3511,3511,Failed,686
3512,3512,Completed,1469
3513,3513,Failed,1130
3514,3514,Failed,1024
3515,3515,Failed,1861
3516,3516,Completed,136
3517,3517,Pending,1327
3518,3518,Failed,1847
3519,3519,Pending,65
3520,3520,Failed,416
3521,3521,Completed,1660
3522,3522,Failed,247
3523,3523,Failed,1648
3524,3524,Failed,771
3525,3525,Completed,365
3526,3526,Failed,60
3527,3527,Completed,1092
3528,3528,Pending,1693
3529,3529,Completed,703
3530,3530,Failed,845
3531,3531,Completed,768
3532,3532,Pending,1528
3533,3533,Completed,979
3534,3534,Pending,1034
3535,3535,Pending,1023
3536,3536,Failed,504
3537,3537,Pending,757
3538,3538,Pending,1329
3539,3539,Pending,1857
3540,3540,Completed,16
3541,3541,Pending,585
3542,3542,Failed,320
3543,3543,Failed,111
3544,3544,Failed,1834
3545,3545,Completed,597
3546,3546,Pending,1549
3547,3547,Completed,689
3548,3548,Completed,147
3549,3549,Failed,1347
3550,3550,Completed,224
3551,3551,Pending,947
3552,3552,Completed,1027
3553,3553,Failed,924
3554,3554,Pending,474
3555,3555,Pending,908
3556,3556,Completed,1487
3557,3557,Completed,165
3558,3558,Failed,1360
3559,3559,Completed,1040
3560,3560,Failed,1450
3561,3561,Failed,1384
3562,3562,Failed,517
3563,3563,Completed,1813
3564,3564,Failed,1710
3565,3565,Completed,672
3566,3566,Failed,711
3567,3567,Pending,1505
3568,3568,Completed,846
3569,3569,Pending,995
3570,3570,Failed,1218
3571,3571,Pending,1597
3572,3572,Failed,1071
3573,3573,Completed,306
3574,3574,Failed,978
3575,3575,Pending,1979
3576,3576,Pending,619
3577,3577,Completed,1305
3578,3578,Pending,531
3579,3579,Failed,1851
3580,3580,Completed,965
3581,3581,Pending,630
3582,3582,Failed,1823
3583,3583,Pending,226
3584,3584,Completed,572
3585,3585,Pending,1491
3586,3586,Completed,1117
3587,3587,Failed,1849
3588,3588,Pending,707
3589,3589,Failed,1232
3590,3590,Pending,730
3591,3591,Completed,1104
3592,3592,Completed,559
3593,3593,Completed,89
3594,3594,Completed,1772
3595,3595,Failed,369
3596,3596,Completed,65
3597,3597,Failed,1205
3598,3598,Failed,1833
3599,3599,Failed,226
3600,3600,Completed,1413
3601,3601,Completed,1154
3602,3602,Completed,1549
3603,3603,Pending,644
3604,3604,Completed,2
3605,3605,Completed,1311
3606,3606,Completed,833
3607,3607,Pending,1883
3608,3608,Completed,61
3609,3609,Failed,1748
3610,3610,Pending,13
3611,3611,Failed,1367
3612,3612,Pending,552
3613,3613,Completed,1347
3614,3614,Failed,141
3615,3615,Pending,8
3616,3616,Completed,1515
3617,3617,Pending,1333
3618,3618,Completed,1290
3619,3619,Pending,1156
3620,3620,Completed,1383
3621,3621,Completed,1244
3622,3622,Pending,731
3623,3623,Failed,1902
3624,3624,Completed,644
3625,3625,Completed,1762
3626,3626,Pending,1880
3627,3627,Pending,262
3628,3628,Completed,429
3629,3629,Completed,533
3630,3630,Pending,856
3631,3631,Completed,523
3632,3632,Failed,114
3633,3633,Pending,1378
3634,3634,Completed,807
3635,3635,Failed,1686
3636,3636,Pending,718
3637,3637,Completed,1504
3638,3638,Failed,1470
3639,3639,Pending,1391
3640,3640,Completed,1778
3641,3641,Pending,752
3642,3642,Completed,24
3643,3643,Failed,1550
3644,3644,Pending,1189
3645,3645,Completed,1822
3646,3646,Failed,1142
3647,3647,Failed,639
3648,3648,Failed,855
3649,3649,Failed,541
3650,3650,Completed,489
3651,3651,Completed,196
3652,3652,Completed,38
3653,3653,Failed,951
3654,3654,Completed,1393
3655,3655,Pending,1217
3656,3656,Completed,998
3657,3657,Failed,574
3658,3658,Pending,1799
3659,3659,Pending,1323
3660,3660,Completed,150
3661,3661,Completed,231
3662,3662,Failed,809
3663,3663,Failed,484
3664,3664,Failed,550
3665,3665,Completed,26
3666,3666,Pending,364
3667,3667,Failed,563
3668,3668,Failed,1161
3669,3669,Completed,815
3670,3670,Completed,1806
3671,3671,Completed,58
3672,3672,Failed,712
3673,3673,Failed,116
3674,3674,Completed,892
3675,3675,Pending,1399
3676,3676,Failed,324
3677,3677,Failed,355
3678,3678,Completed,1400
3679,3679,Completed,299
3680,3680,Failed,1660
3681,3681,Completed,502
3682,3682,Pending,204
3683,3683,Completed,899
3684,3684,Pending,453
3685,3685,Failed,1754
3686,3686,Failed,1399
3687,3687,Pending,1211
3688,3688,Failed,1050
3689,3689,Pending,736
3690,3690,Pending,1013
3691,3691,Failed,1042
3692,3692,Completed,12
3693,3693,Pending,494
3694,3694,Failed,995
3695,3695,Failed,450
3696,3696,Completed,1045
3697,3697,Failed,25
3698,3698,Completed,1913
3699,3699,Pending,1044
3700,3700,Completed,930
3701,3701,Completed,856
3702,3702,Failed,312
3703,3703,Failed,1596
3704,3704,Pending,1969
3705,3705,Failed,832
3706,3706,Completed,1661
3707,3707,Failed,735
3708,3708,Pending,614
3709,3709,Pending,1639
3710,3710,Failed,493
3711,3711,Failed,947
3712,3712,Pending,1422
3713,3713,Completed,959
3714,3714,Completed,1764
3715,3715,Completed,1106
3716,3716,Completed,1699
3717,3717,Completed,1006
3718,3718,Pending,426
3719,3719,Completed,736
3720,3720,Completed,1992
3721,3721,Failed,414
3722,3722,Failed,1792
3723,3723,Failed,1883
3724,3724,Completed,320
3725,3725,Completed,970
3726,3726,Failed,1617
3727,3727,Completed,755
3728,3728,Failed,378
3729,3729,Pending,917
3730,3730,Failed,797
3731,3731,Failed,1591
3732,3732,Pending,186
3733,3733,Completed,1211
3734,3734,Pending,418
3735,3735,Completed,115
3736,3736,Pending,1255
3737,3737,Failed,385
3738,3738,Failed,1683
3739,3739,Pending,101
3740,3740,Completed,342
3741,3741,Failed,1594
3742,3742,Failed,203
3743,3743,Completed,819
3744,3744,Failed,1947
3745,3745,Failed,1171
3746,3746,Failed,414
3747,3747,Failed,956
3748,3748,Pending,130
3749,3749,Pending,1904
3750,3750,Pending,797
3751,3751,Failed,1608
3752,3752,Pending,1002
3753,3753,Pending,1449
3754,3754,Completed,93
3755,3755,Failed,180
3756,3756,Failed,1636
3757,3757,Completed,1281
3758,3758,Completed,707
3759,3759,Pending,1825
3760,3760,Completed,1130
3761,3761,Failed,563
3762,3762,Failed,1046
3763,3763,Failed,1168
3764,3764,Completed,787
3765,3765,Failed,474
3766,3766,Completed,1021
3767,3767,Completed,637
3768,3768,Completed,1041
3769,3769,Pending,110
3770,3770,Pending,1936
3771,3771,Failed,784
3772,3772,Pending,1052
3773,3773,Failed,1204
3774,3774,Failed,761
3775,3775,Pending,692
3776,3776,Completed,719
3777,3777,Completed,1137
3778,3778,Completed,425
3779,3779,Completed,790
3780,3780,Failed,1157
3781,3781,Completed,256
3782,3782,Completed,1462
3783,3783,Completed,910
3784,3784,Completed,424
3785,3785,Pending,502
3786,3786,Completed,11
3787,3787,Pending,971
3788,3788,Failed,273
3789,3789,Failed,1184
3790,3790,Failed,409
3791,3791,Completed,1318
3792,3792,Completed,1487
3793,3793,Pending,762
3794,3794,Completed,261
3795,3795,Failed,555
3796,3796,Failed,696
3797,3797,Pending,1913
3798,3798,Pending,652
3799,3799,Pending,129
3800,3800,Pending,1213
3801,3801,Completed,757
3802,3802,Completed,755
3803,3803,Pending,571
3804,3804,Failed,155
3805,3805,Failed,714
3806,3806,Pending,1966
3807,3807,Completed,521
3808,3808,Completed,1537
3809,3809,Failed,1773
3810,3810,Completed,1163
3811,3811,Pending,730
3812,3812,Completed,772
3813,3813,Completed,1477
3814,3814,Completed,250
